,id,tweet_text,tweet_date,original_sentiment,query_used,negative,neutro,positive,compound,sentiment
4603,1024775509211799552,Alckmin diz que escolha de vice ‘está entre sete nomes’ https://t.co/Onimhp0czs,Wed Aug 01 21:54:55 +0000 2018,neutral,veja,0.0,0.725,0.275,0.5859,positive
4605,1024776816739999744,Tia publica fotos de bebê que nasceu em acidente: ‘Muito amada’ https://t.co/Wq4yeAsfMs,Wed Aug 01 22:00:07 +0000 2018,neutral,veja,0.17,0.45,0.38,0.6369,positive
4606,1024776953675608064,BRF lança frango “bio” para elevar lucratividade https://t.co/1zUiXKVpOJ,Wed Aug 01 22:00:39 +0000 2018,neutral,exame,0.186,0.814,0.0,-0.1531,negative
4607,1024779118326554625,Fux rejeita ação para declarar Lula inelegível desde já https://t.co/7gPhoQC4R0,Wed Aug 01 22:09:15 +0000 2018,neutral,veja,0.375,0.625,0.0,-0.5859,negative
4608,1024779177386549249,"Medalha que sumiu em congresso de matemáticos vale R$ 15,8 mil https://t.co/lJ1ci0e27L",Wed Aug 01 22:09:30 +0000 2018,neutral,exame,0.0,0.78,0.22,0.4767,positive
4609,1024779305665093633,STF confirma regra sobre idade mínima para matrícula em escola pública. https://t.co/jPx3E9lRbS https://t.co/W7DhiGBVI7,Wed Aug 01 22:10:00 +0000 2018,neutral,jornaloglobo,0.118,0.882,0.0,-0.1531,negative
4610,1024779843886571520,Avião de pequeno porte cai em Goiás e deixa quatro feridos em estado grave https://t.co/1zjxKNFSk7,Wed Aug 01 22:12:08 +0000 2018,neutral,exame,0.167,0.833,0.0,-0.3818,negative
4613,1024780938654478336,Ambulâncias que levaram vítimas de Novichok na Inglaterra serão examinadas https://t.co/thYXE6MA52,Wed Aug 01 22:16:29 +0000 2018,neutral,exame,0.187,0.813,0.0,-0.3182,negative
4614,1024781183870283783,Acompanhe ao vivo o jogo @SantosFC x @Cruzeiro pela Copa do Brasil 2018 https://t.co/Zd04JHft9Z https://t.co/9rUPUrsmas,Wed Aug 01 22:17:28 +0000 2018,neutral,veja,0.0,0.822,0.178,0.3818,positive
4615,1024783066085109762,PT levará negociações para definição de vice de Lula até prazo de registro https://t.co/eXZXaGLxOq,Wed Aug 01 22:24:57 +0000 2018,neutral,exame,0.11,0.89,0.0,-0.1531,negative
4619,1024784339706363904,Direção do PT aprova apoio a PSB em Pernambuco e enterra candidatura de Marília Arraes. https://t.co/hi93p7nY5n https://t.co/k5Rjasasv5,Wed Aug 01 22:30:00 +0000 2018,neutral,jornaloglobo,0.0,0.714,0.286,0.6369,positive
4620,1024784430441713664,Projeto “As Executivas do Amanhã” seleciona universitárias para mentoria https://t.co/7TxEoLn790,Wed Aug 01 22:30:22 +0000 2018,neutral,exame,0.151,0.849,0.0,-0.1531,negative
4624,1024786928363859968,PGR pede ao Supremo que mantenha processo do sítio de Atibaia com Moro https://t.co/9rwkXTEpEX,Wed Aug 01 22:40:17 +0000 2018,neutral,exame,0.183,0.686,0.131,-0.2263,negative
4625,1024788299427328000,EUA e México se aproximam de acordo sobre conteúdo de carros no Nafta https://t.co/Hr0o5O6aV9,Wed Aug 01 22:45:44 +0000 2018,neutral,exame,0.0,0.789,0.211,0.4939,positive
4626,1024789199428497409,BR recebe R$457 mi da Eletrobras referente a acordo envolvendo dívidas https://t.co/cmXQaBXrFz,Wed Aug 01 22:49:19 +0000 2018,neutral,exame,0.0,0.758,0.242,0.4939,positive
4628,1024790374412374018,Caixas-pretas de avião mexicano são achadas em “perfeito estado” https://t.co/Dr0ZG9D856,Wed Aug 01 22:53:59 +0000 2018,neutral,exame,0.0,0.796,0.204,0.3182,positive
4629,1024791605822332929,Fux envia inquérito contra Pimentel para primeira instância https://t.co/Ms11EIvY6S,Wed Aug 01 22:58:53 +0000 2018,neutral,exame,0.167,0.833,0.0,-0.1531,negative
4630,1024791889063686145,Mulher agredida em Paris lança site para outras vítimas de assédio fazerem denúncias https://t.co/t2CGxyiuIv #G1 https://t.co/8LhlE5nMH6,Wed Aug 01 23:00:00 +0000 2018,neutral,g1,0.366,0.634,0.0,-0.7579,negative
4631,1024791985645936641,Eletrobras: TCU determina ações para desinvestimentos https://t.co/LqjEO4aHiS,Wed Aug 01 23:00:23 +0000 2018,neutral,exame,0.211,0.789,0.0,-0.1531,negative
4632,1024792257638133760,"Ao STF, Dodge defende que processo sobre sítio continue nas mãos de Moro https://t.co/48ro8KItZW",Wed Aug 01 23:01:28 +0000 2018,neutral,veja,0.198,0.802,0.0,-0.4939,negative
4633,1024792821109280768,"Duratex: lucro líquido atinge R$ 166,584 milhões no 2º trimestre https://t.co/nNAwOOByUL",Wed Aug 01 23:03:42 +0000 2018,neutral,exame,0.0,0.776,0.224,0.1531,positive
4635,1024794404102520832,"Medalha Fields, roubada no Rio, vale cerca de R$ 15 mil. https://t.co/0KiP8dZj0i https://t.co/9aEb6Z62jt",Wed Aug 01 23:10:00 +0000 2018,neutral,jornaloglobo,0.0,0.795,0.205,0.4767,positive
4637,1024796071023857664,Presidente do TSE afirma em processo que Lula está inelegível https://t.co/LZ6G8jC25G,Wed Aug 01 23:16:37 +0000 2018,neutral,exame,0.242,0.758,0.0,-0.4939,negative
4638,1024796527817121793,EUA: Justiça considera ilegal bloqueio de dinheiro de “cidades santuário” https://t.co/x0eV5To6Ef,Wed Aug 01 23:18:26 +0000 2018,neutral,exame,0.225,0.562,0.212,-0.0516,negative
4639,1024796942390489089,Kirchneristas e grandes empresários são presos após denúncia sobre propina https://t.co/4eeAFUi4be,Wed Aug 01 23:20:05 +0000 2018,neutral,exame,0.221,0.611,0.168,-0.1779,negative
4641,1024798658968125446,Jair Bolsonaro deverá faltar à entrevista marcada para amanhã na Globonews https://t.co/q3jpw6hRqy,Wed Aug 01 23:26:54 +0000 2018,neutral,veja,0.138,0.862,0.0,-0.1531,negative
4642,1024799137504477184,Senado votará sem alterações projeto para legalizar aborto na Argentina https://t.co/L6gkpgmlmi,Wed Aug 01 23:28:48 +0000 2018,neutral,exame,0.138,0.862,0.0,-0.1531,negative
4643,1024799439175790592,Procuradores querem autorização do STF para disputar eleições sem deixar o cargo. https://t.co/mSWQpmU99P https://t.co/kQWwKQuekf,Wed Aug 01 23:30:00 +0000 2018,neutral,jornaloglobo,0.118,0.882,0.0,-0.1531,negative
4644,1024799504409747457,Câncer de próstata tem novo tratamento aprovado pela Anvisa https://t.co/0f3YOIKstM,Wed Aug 01 23:30:16 +0000 2018,neutral,exame,0.306,0.556,0.139,-0.5267,negative
4647,1024800869165027328,PT deixa de convidar PSB e PCdoB para aliança formal https://t.co/WKYUfjZd2H,Wed Aug 01 23:35:41 +0000 2018,neutral,exame,0.151,0.849,0.0,-0.1531,negative
4648,1024802394809479168,"Banco Wells Fargo é multado em US$ 2,1 bilhões por crise de 2008 https://t.co/SwBKKDUlIp",Wed Aug 01 23:41:45 +0000 2018,neutral,exame,0.396,0.604,0.0,-0.802,negative
4649,1024802678331895808,Vídeo gravado por passageira mostra queda de avião no México e desespero de sobreviventes https://t.co/bvzGNvbNTD #G1 https://t.co/aUB3YcVrPs,Wed Aug 01 23:42:53 +0000 2018,neutral,g1,0.319,0.681,0.0,-0.6249,negative
4650,1024803032997842944,"Após negociações, governo da Colômbia e ELN não chegam a acordo de paz https://t.co/YJQWTE5L2v",Wed Aug 01 23:44:17 +0000 2018,neutral,veja,0.126,0.514,0.36,0.6249,positive
4651,1024804146908725251,Brasil exporta em julho menor volume de café em mais de 10 anos https://t.co/nYti8UtSwV,Wed Aug 01 23:48:43 +0000 2018,neutral,exame,0.167,0.833,0.0,-0.3818,negative
4652,1024804470285381633,Números do Cadastro Eleitoral confirmam o desinteresse do jovem brasileiro pela política. https://t.co/SbBjMhyDOv https://t.co/DASRBizarD,Wed Aug 01 23:50:00 +0000 2018,neutral,jornaloglobo,0.0,0.839,0.161,0.3182,positive
4653,1024804562539044864,Fux diz ver ‘inelegibilidade chapada’ de Lula para eleição https://t.co/ZkrBVmr4qz,Wed Aug 01 23:50:22 +0000 2018,neutral,veja,0.151,0.849,0.0,-0.1531,negative
4654,1024805757357907968,Ninguém acerta as seis dezenas da Mega-Sena e prêmio vai a R$ 30 milhões https://t.co/coX3XKrtXP #G1 https://t.co/TE8NuTTIIO,Wed Aug 01 23:55:07 +0000 2018,neutral,g1,0.0,0.809,0.191,0.5106,positive
4655,1024805973133873154,Criador de armas impressas em 3D promete combater proibição nos EUA https://t.co/1Bi58RA0iT,Wed Aug 01 23:55:58 +0000 2018,neutral,exame,0.323,0.549,0.128,-0.4939,negative
4656,1024806645518491649,Nicole Kidman e Charlize Theron farão filme sobre assédio na Fox News https://t.co/SAhofxwRCv,Wed Aug 01 23:58:38 +0000 2018,neutral,veja,0.247,0.753,0.0,-0.5574,negative
4657,1024806879980146689,Veja o resultado do concurso 2.064 da Mega-Sena https://t.co/WukENTHQYZ,Wed Aug 01 23:59:34 +0000 2018,neutral,exame,0.0,0.814,0.186,0.1531,positive
4659,1024806989958922240,"Apoiada por 'mãos gigantes', ponte a 1.400 metros de altura vira atração turística no Vietnã https://t.co/IseVDbSFbM #G1 https://t.co/yV5gWk4sT2",Thu Aug 02 00:00:01 +0000 2018,neutral,g1,0.0,0.842,0.158,0.4588,positive
4662,1024813593873723392,Vereadora gaúcha nega convite de Marun para ser vice de Meirelles https://t.co/t7Un3ctg1H,Thu Aug 02 00:26:15 +0000 2018,neutral,exame,0.293,0.6,0.107,-0.4215,negative
4664,1024814536501559297,FGTS dá lucro de R$ 12 bi em 2017 e cotistas receberão em média R$ 30. https://t.co/Vc1oA3vOnn https://t.co/gU8HRqdVgK,Thu Aug 02 00:30:00 +0000 2018,neutral,jornaloglobo,0.0,0.92,0.08,0.1027,positive
4666,1024815508305207296,Botafogo falha e perde para o Nacional-PAR na Sul-Americana. https://t.co/bUduaWz0Dd https://t.co/7pjv7U2kQm,Thu Aug 02 00:33:51 +0000 2018,neutral,jornaloglobo,0.512,0.488,0.0,-0.6486,negative
4667,1024815653092569090,EUA impõem sanções sobre autoridades turcas e Ancara promete retaliação https://t.co/PWYmpGgWGc,Thu Aug 02 00:34:26 +0000 2018,neutral,veja,0.0,0.811,0.189,0.2732,positive
4668,1024816481186603009,Vídeo de passageira mostra momento exato da queda de avião no México https://t.co/rBYc2Zk0j9,Thu Aug 02 00:37:43 +0000 2018,neutral,veja,0.118,0.882,0.0,-0.1531,negative
4669,1024817734692032512,"Marília Arraes diz que respeita a decisão do PT, mas vai recorrer https://t.co/t5lVuJmH2t",Thu Aug 02 00:42:42 +0000 2018,neutral,exame,0.0,0.87,0.13,0.1655,positive
4670,1024818519291174912,Acompanhe ao vivo o jogo Grêmio x Flamengo pela Copa do Brasil 2018 https://t.co/pZfpTUij5g https://t.co/ImCQFYQsVF,Thu Aug 02 00:45:49 +0000 2018,neutral,veja,0.0,0.822,0.178,0.3818,positive
4671,1024819077133598720,Acompanhe ao vivo o jogo Corinthians x Chapecoense pela Copa do Brasil https://t.co/IShrx9Zoib https://t.co/BUTVoOFAlX,Thu Aug 02 00:48:02 +0000 2018,neutral,veja,0.0,0.809,0.191,0.3818,positive
4672,1024819573822906368,STF deve julgar pedido de liberdade de Lula na próxima semana. https://t.co/C2NGUMrL9f https://t.co/qCELWI9ATA,Thu Aug 02 00:50:01 +0000 2018,neutral,jornaloglobo,0.0,0.779,0.221,0.5267,positive
4674,1024822091315441665,Adolescente expulso de casa pelos pais por ser gay arrecada mais de 50 mil dólares para cursar universidade https://t.co/FX3OW2RgX7 #G1 https://t.co/uiR2WZZyRT,Thu Aug 02 01:00:01 +0000 2018,neutral,g1,0.159,0.841,0.0,-0.3818,negative
4676,1024825169238478849,Lacerda diz que ‘despreza’ acordo entre PT e PSB e rejeita Senado em MG https://t.co/KximOcOVVD,Thu Aug 02 01:12:15 +0000 2018,neutral,veja,0.32,0.515,0.165,-0.4588,negative
4677,1024827786710736898,Ultrapar estima perda de R$ 213 mi com greve dos caminhoneiros https://t.co/NCiqr4Od9S,Thu Aug 02 01:22:39 +0000 2018,neutral,exame,0.275,0.725,0.0,-0.4215,negative
4678,1024829637220651009,"Após julho mais quente em 41 anos, São Paulo registra menor temperatura máxima de 2018 https://t.co/FpbEOkvDRR #G1 https://t.co/LOOnBvbJO3",Thu Aug 02 01:30:00 +0000 2018,neutral,g1,0.133,0.867,0.0,-0.3818,negative
4679,1024829888023261184,Estado cria comissão de intervenção para apurar morte de mulher que teve atendimento negado no Hospital Getúlio Vargas. https://t.co/NUXVWKHZIO https://t.co/JHRw0JoxIb,Thu Aug 02 01:31:00 +0000 2018,neutral,jornaloglobo,0.317,0.604,0.079,-0.743,negative
4680,1024834669202690053,Perícia do piloto evitou tragédia em acidente com avião da Embraer no México. https://t.co/mJzUQtwJvk https://t.co/XAfERTW2RV,Thu Aug 02 01:50:00 +0000 2018,neutral,jornaloglobo,0.459,0.541,0.0,-0.8807,negative
4681,1024836417678176256,Botafogo demite técnico Marcos Paquetá após derrota no Paraguai https://t.co/pPpjWdkzFx,Thu Aug 02 01:56:57 +0000 2018,neutral,veja,0.244,0.756,0.0,-0.4404,negative
4682,1024837181855215618,Marcos Paquetá é demitido do Botafogo após quarta derrota em cinco jogos. https://t.co/gVWuM9mFwm https://t.co/GdjLW4rJhm,Thu Aug 02 01:59:59 +0000 2018,neutral,jornaloglobo,0.195,0.805,0.0,-0.4404,negative
4687,1024844736606232576,Demi Lovato deve deixar hospital esta semana e pode ir para clínica. https://t.co/FPm2mTfh8I https://t.co/mCBwwO4HYm,Thu Aug 02 02:30:00 +0000 2018,neutral,jornaloglobo,0.118,0.882,0.0,-0.1531,negative
4690,1024852285652750336,Alerj aprova projeto que torna roda de choro da Praça São Salvador patrimônio cultural imaterial do estado. https://t.co/EcUT7UkJxm https://t.co/mQap2GhGrT,Thu Aug 02 03:00:00 +0000 2018,neutral,jornaloglobo,0.0,0.87,0.13,0.4019,positive
4693,1024871599219060739,"Isolado, Ciro diz que entrou na campanha ‘marcado para morrer’ https://t.co/qpZGfhl8lV",Thu Aug 02 04:16:45 +0000 2018,neutral,veja,0.602,0.398,0.0,-0.8625,negative
4694,1024874934483398658,Fux diz não haver dúvidas de que Lula está inelegível. https://t.co/nGQLBqNvuL https://t.co/nfXlZ5yBUI,Thu Aug 02 04:30:00 +0000 2018,neutral,jornaloglobo,0.306,0.694,0.0,-0.5267,negative
4695,1024882484427796481,Base do governo quer investigar irregularidades no Sisreg. https://t.co/1RIEkuu2uX https://t.co/R3hqI6D5m1,Thu Aug 02 05:00:00 +0000 2018,neutral,jornaloglobo,0.0,0.874,0.126,0.0772,positive
4698,1024905133493170177,"Bolsonaro na TV: ‘Negar dívida com escravidão é apagar a História’, diz historiadora. https://t.co/xHANZ2v23k https://t.co/n9PbWdw51Z",Thu Aug 02 06:30:00 +0000 2018,neutral,jornaloglobo,0.441,0.559,0.0,-0.7845,negative
4699,1024912686293770241,É #FAKE a mensagem que diz que vídeo de surra em bebês de colo foi feito no Brasil e autoridades ainda não tomaram providência. https://t.co/VZ9VLr7iOl https://t.co/7KvikfFVL0,Thu Aug 02 07:00:01 +0000 2018,neutral,jornaloglobo,0.091,0.909,0.0,-0.296,negative
4702,1024927858718912513,Brexit entra em fase decisiva. Mas sem acordo https://t.co/2ifCCnroZ8,Thu Aug 02 08:00:18 +0000 2018,neutral,exame,0.0,0.65,0.35,0.6486,positive
4703,1024927862070095873,Onde investir seu dinheiro com tanta incerteza pela frente https://t.co/X350MJ3Hx0,Thu Aug 02 08:00:19 +0000 2018,neutral,exame,0.211,0.789,0.0,-0.34,negative
4705,1024927962653761536,"As ações mais indicadas para agosto, segundo 16 corretoras https://t.co/TiLedGGMRc",Thu Aug 02 08:00:43 +0000 2018,neutral,exame,0.151,0.849,0.0,-0.1531,negative
4709,1024928294347649024,"Changi, o melhor aeroporto do mundo, tem muito a ensinar aos brasileiros https://t.co/65jaNHqhU1",Thu Aug 02 08:02:02 +0000 2018,neutral,exame,0.0,0.775,0.225,0.4404,positive
4711,1024931402066878464,Atrair setor privado para infraestrutura é desafio do próximo presidente https://t.co/RH9Dak4Bux,Thu Aug 02 08:14:23 +0000 2018,neutral,exame,0.362,0.538,0.1,-0.5267,negative
4712,1024932440337461248,"No porto inteligente de Roterdã, os políticos não têm mais vez https://t.co/H5FZ3dVsyS",Thu Aug 02 08:18:30 +0000 2018,neutral,exame,0.148,0.671,0.181,0.128,positive
4714,1024935334491156482,.@laurojardim Lindbergh Farias e Eduardo Paes firmam pacto de não agressão. https://t.co/X9mIvc9Bfk https://t.co/RQNBbKni7D,Thu Aug 02 08:30:00 +0000 2018,neutral,jornaloglobo,0.306,0.694,0.0,-0.5267,negative
4715,1024935459439484928,O efeito da guerra comercial de Trump chegou https://t.co/xvbgL49LxX,Thu Aug 02 08:30:30 +0000 2018,neutral,exame,0.327,0.673,0.0,-0.5267,negative
4717,1024942884385157120,"Você sabia que o Museu Nacional, no Rio de Janeiro, possui no acervo afresco e utensílios domésticos de Pompeia? A cidade romana foi destruída por uma erupção violenta do Vulcão Vesúvio, no ano 79 d.C. Confira: https://t.co/FWYwavatI2 https://t.co/OMd1pA6vdL",Thu Aug 02 09:00:00 +0000 2018,neutral,jornaloglobo,0.0,0.942,0.058,0.2732,positive
4718,1024942931667509248,O desabafo do fabricante de canudos: “De repente somos vilões” https://t.co/ngvVojJW3b,Thu Aug 02 09:00:12 +0000 2018,neutral,exame,0.328,0.672,0.0,-0.6597,negative
4719,1024942990534615047,"“Ortega perdeu a batalha política na Nicarágua”, diz ex-vice-presidente https://t.co/8pbvPiKNci",Thu Aug 02 09:00:26 +0000 2018,neutral,exame,0.149,0.851,0.0,-0.1027,negative
4720,1024943046302031874,"Depois de Harvard e Yale, UnB também vai ensinar a ser feliz https://t.co/12cjsTeT8s",Thu Aug 02 09:00:39 +0000 2018,neutral,exame,0.0,0.709,0.291,0.6249,positive
4721,1024945106066071553,Seria Elon Musk “volátil demais” para comandar a Tesla e a SpaceX? https://t.co/97hAe3Wwkp,Thu Aug 02 09:08:50 +0000 2018,neutral,exame,0.174,0.826,0.0,-0.2247,negative
4722,1024950434056658944,"Corinthians é o clube mais valioso da América, avalia a Forbes. Confira o top 50: https://t.co/s35hnwL7rX https://t.co/XP2gVMf3Af",Thu Aug 02 09:30:00 +0000 2018,neutral,jornaloglobo,0.0,0.692,0.308,0.5994,positive
4723,1024953183179702274,Improbidade administrativa prescreve? Não para a AGU https://t.co/KRfKpNSVCL,Thu Aug 02 09:40:56 +0000 2018,neutral,exame,0.432,0.568,0.0,-0.4215,negative
4724,1024955133636108288,A Blizzard surfa no bom momento dos jogos eletrônicos https://t.co/DTnROl51dS,Thu Aug 02 09:48:41 +0000 2018,neutral,exame,0.0,0.741,0.259,0.4215,positive
4725,1024957281501368326,Este exame de sangue detecta a verdadeira idade do seu corpo https://t.co/OozMacDtsT,Thu Aug 02 09:57:13 +0000 2018,neutral,exame,0.0,0.769,0.231,0.4588,positive
4727,1024957982742929408,Vídeo de passageira mostra queda de avião da Embraer no México. https://t.co/325BP3UFXR https://t.co/PJ8uXxzA1d,Thu Aug 02 10:00:00 +0000 2018,neutral,jornaloglobo,0.118,0.882,0.0,-0.1531,negative
4729,1024960262376501248,Curtas – uma seleção do mais importante no Brasil e no mundo https://t.co/9YHsWP7wvz,Thu Aug 02 10:09:04 +0000 2018,neutral,exame,0.0,0.813,0.187,0.3182,positive
4733,1024966790118424577,"Mega-Sena, concurso 2.064: ninguém acerta as seis dezenas e prêmio vai a R$ 30 milhões https://t.co/ThsAcjV4wa #G1 https://t.co/bofTPyHpeL",Thu Aug 02 10:35:00 +0000 2018,neutral,g1,0.0,0.741,0.259,0.5994,positive
4734,1024967397160177664,Família do bebê Jonatas pode ser despejada por não pagar aluguel https://t.co/50cTzh3BO8,Thu Aug 02 10:37:25 +0000 2018,neutral,veja,0.167,0.833,0.0,-0.296,negative
4735,1024967948472147968,Ministro quer que decisão sobre Embraer fique para depois da eleição https://t.co/QJqf4FHBgb,Thu Aug 02 10:39:36 +0000 2018,neutral,veja,0.124,0.775,0.101,-0.0772,negative
4736,1024969809690148864,Legião Urbana resiste com Dado Villa-Lobos e Marcelo Bonfá pela força do repertório e de Renato Russo https://t.co/VeIBeeql56 #G1 https://t.co/L1xt7QVkHt,Thu Aug 02 10:47:00 +0000 2018,neutral,g1,0.0,0.842,0.158,0.4939,positive
4738,1024970312918560773,Muro de vidro da USP tem 16º painel quebrado na Marginal Pinheiros em SP https://t.co/n1tVFEARXV #G1 https://t.co/HVnA8BI4GI,Thu Aug 02 10:49:00 +0000 2018,neutral,g1,0.162,0.838,0.0,-0.4767,negative
4740,1024971225968390149,Catecismo: Vaticano declara que pena de morte é inadmissível https://t.co/LjsecmNUuW #G1 https://t.co/SNk1bhBMxW,Thu Aug 02 10:52:37 +0000 2018,neutral,g1,0.404,0.596,0.0,-0.7269,negative
4741,1024971319589261312,Policiais confundem tacos com arma e matam competidor de sinuca no Ceará https://t.co/UqDu4iM0qQ #G1 https://t.co/vXLSxU28f9,Thu Aug 02 10:53:00 +0000 2018,neutral,g1,0.145,0.855,0.0,-0.296,negative
4742,1024971837225279488,"Bom dia! Confira a capa do #JornalOGlobo desta quinta, 2 de agosto de 2018. Para ler mais, acesse https://t.co/6QeHHAyTfp https://t.co/sRVXe2HNxQ",Thu Aug 02 10:55:03 +0000 2018,neutral,jornaloglobo,0.077,0.773,0.149,0.3595,positive
4744,1024975272477700096,Barclays reverte prejuízo e tem lucro de 468 milhões de libras https://t.co/0k2WL9JOvn,Thu Aug 02 11:08:42 +0000 2018,neutral,exame,0.212,0.682,0.106,-0.34,negative
4745,1024979136740315136,Ciro comete gafe durante entrevista e diz que tesoureiro do PDT está morto. https://t.co/6Y2qckqWXf https://t.co/Te17aJjXOn,Thu Aug 02 11:24:04 +0000 2018,neutral,jornaloglobo,0.251,0.67,0.078,-0.6249,negative
4746,1024979469260468225,Polícia Federal deflagra operação contra a pornografia infantil em SP https://t.co/2Yvg8GCRNo,Thu Aug 02 11:25:23 +0000 2018,neutral,veja,0.196,0.804,0.0,-0.296,negative
4748,1024983272290496513,PSB fecha com PT e tudo para ler antes de a Bolsa abrir https://t.co/UlkJfXDpsQ,Thu Aug 02 11:40:30 +0000 2018,neutral,exame,0.127,0.873,0.0,-0.1531,negative
4751,1024987231407222789,"'Não tenho dúvida de que a esquerda precisa de autocrítica’, afirma Boulos ao GLOBO. https://t.co/cfBTMLheMC https://t.co/C4gOHC4nk2",Thu Aug 02 11:56:13 +0000 2018,neutral,jornaloglobo,0.253,0.747,0.0,-0.5267,negative
4752,1024987692113846272,Universidade japonesa é suspeita de prejudicar mulheres em exame de admissão. https://t.co/gCYrlbTU4u https://t.co/RXiikW5hbY,Thu Aug 02 11:58:03 +0000 2018,neutral,jornaloglobo,0.191,0.809,0.0,-0.3818,negative
4754,1024989560084856832,"Gol tem prejuízo de R$1,3 bi no 2º trimestre, pressionado por câmbio https://t.co/MBo7g2ivUM",Thu Aug 02 12:05:29 +0000 2018,neutral,exame,0.299,0.701,0.0,-0.5719,negative
4755,1024989934111862785,Cielo quer crescer 60 vezes com MEIs e roubar liderança da PagSeguro https://t.co/BWvAwvHGuF,Thu Aug 02 12:06:58 +0000 2018,neutral,exame,0.221,0.69,0.09,-0.4404,negative
4756,1024990697789825025,Quem é o refugiado que se tornou referência em matemática e teve medalha recém-recebida roubada no Rio https://t.co/azuQRwyUOi #G1 https://t.co/sC6y7xbTB5,Thu Aug 02 12:10:00 +0000 2018,neutral,g1,0.0,0.838,0.162,0.4767,positive
4758,1024990994125791238,Tesla afirma que será rentável e Elon Musk pede desculpas https://t.co/pJxYRsaZmY,Thu Aug 02 12:11:11 +0000 2018,neutral,exame,0.0,0.756,0.244,0.4404,positive
4759,1024991202175840256,"Ciro diz que revés do PSB não surpreende, mas critica hostilidade do PT https://t.co/3Ui0xXXOd0",Thu Aug 02 12:12:00 +0000 2018,neutral,exame,0.462,0.538,0.0,-0.8573,negative
4760,1024991479108980736,Veja o que é #FATO ou #FAKE na entrevista de Ciro Gomes para a GloboNews. https://t.co/Us1uYnwkSq https://t.co/0JtyJnoZ8z,Thu Aug 02 12:13:06 +0000 2018,neutral,jornaloglobo,0.11,0.89,0.0,-0.1531,negative
4764,1024992207802126336,Secretário estadual de Saúde diz que protocolos de atendimentos no Getúlio Vargas não eram cumpridos. https://t.co/2MjtcTUKC9 https://t.co/0Ic400NmLq,Thu Aug 02 12:16:00 +0000 2018,neutral,jornaloglobo,0.121,0.879,0.0,-0.296,negative
4765,1024992256212852737,Igreja Católica altera doutrina e declara inadmissível a pena de morte https://t.co/rUf9QRcaLS,Thu Aug 02 12:16:11 +0000 2018,neutral,exame,0.524,0.476,0.0,-0.7717,negative
4767,1024993157963030530,Dólar sobe com renovados temores de guerra comercial https://t.co/21IEEupYES,Thu Aug 02 12:19:46 +0000 2018,neutral,exame,0.298,0.702,0.0,-0.5267,negative
4769,1024994263556386817,Israel ameaça Irã em caso de bloqueio do acesso ao Mar Vermelho https://t.co/tQGTnLFuMM,Thu Aug 02 12:24:10 +0000 2018,neutral,exame,0.178,0.822,0.0,-0.3818,negative
4770,1024994967918391301,Criança deve ter 6 anos até 31 de março para entrar no ensino fundamental https://t.co/onMn98KjEA,Thu Aug 02 12:26:58 +0000 2018,neutral,veja,0.107,0.805,0.087,-0.0772,negative
4771,1024995083559559168,Vaticano modifica Catecismo e declara ‘inadmissível’ a pena de morte https://t.co/46j5yD6khd,Thu Aug 02 12:27:26 +0000 2018,neutral,veja,0.466,0.534,0.0,-0.7269,negative
4772,1024995852539097088,Torre Eiffel fecha pelo segundo dia consecutivo por conflito trabalhista https://t.co/zyeR22Wb2j,Thu Aug 02 12:30:29 +0000 2018,neutral,exame,0.187,0.813,0.0,-0.3182,negative
4774,1024996277459845120,Universidade de Tóquio sob suspeita de manipular notas de mulheres https://t.co/SDoYQuZeiB,Thu Aug 02 12:32:10 +0000 2018,neutral,exame,0.206,0.794,0.0,-0.3818,negative
4776,1024997240455102465,É #FAKE mensagem sobre novos valores de multas no Brasil. https://t.co/zBlXVEb0xY https://t.co/uf3JLPTJLe,Thu Aug 02 12:36:00 +0000 2018,neutral,jornaloglobo,0.0,0.787,0.213,0.4019,positive
4778,1024997346277502976,Polícia do Rio identifica suspeitos de furtar medalha de matemático https://t.co/N4jyIC1wkC,Thu Aug 02 12:36:25 +0000 2018,neutral,exame,0.0,0.763,0.237,0.4767,positive
4779,1024998561824559106,Presidente do Zimbábue fala com líder opositor para acalmar país https://t.co/Qsj7adFUV5,Thu Aug 02 12:41:15 +0000 2018,neutral,exame,0.122,0.687,0.191,0.2263,positive
4782,1024999757306056706,Dodge muda entendimento sobre Ficha Limpa para barrar políticos condenados por improbidade. https://t.co/5bEsDG4YqK https://t.co/zWLTxWVc7Q,Thu Aug 02 12:46:00 +0000 2018,neutral,jornaloglobo,0.107,0.805,0.087,-0.0772,negative
4783,1025001131536265216,"Acusado de integrar milícia foi deportado dos EUA após se filiar ao Estado Islâmico, diz polícia. https://t.co/KeLrFImwv5 https://t.co/FM67FUyD0s",Thu Aug 02 12:51:28 +0000 2018,neutral,jornaloglobo,0.115,0.885,0.0,-0.296,negative
4784,1025001485992636416,"Produção industrial cresce 13,1% de maio para junho https://t.co/sSlHRKevJM",Thu Aug 02 12:52:52 +0000 2018,neutral,exame,0.167,0.833,0.0,-0.1531,negative
4787,1025002175737589761,Neymar volta ao PSG e recebe carinho de Buffon e do novo técnico https://t.co/fMbra32vcX,Thu Aug 02 12:55:36 +0000 2018,neutral,veja,0.0,0.786,0.214,0.4588,positive
